47059 47825 66890 93082 93738,72
11164 25707 36458 41788 48389 57611 77494 80113 91670 93785,78
2598 6946 23168 34550 56634 57758 58469 81710 90862 96114,54
975 24469 24819 51522 65640 89797 95689,111
4832 38733 42838 75340 95988 97989,128
20483 59844 81073 90205 97613,17
18962 24191 28160 38955 64927 71176 75993 82250 98063 99019,59
18445 32366 43471 96139 99027,24
258 2266 2356 6895 48949 89520 97303,631
48664 59401 71769 92213 95387,7
48405 49758 54302 73109 90302 90658,22
26 19609 39202 51042 57614 76330 77194 87410 91108 91737,52
8600 16894 18392 92821 95474,119
37877 41483 82529 86842 95328 97131,43
9863 41934 65752 84447 86467 90367 96913,31
4682 48501 48805 69766 70229 89268 91034 96609,363
2334 25270 43923 52486 69954 85537 88690 97548 99049,871
19097 45600 53478 85216 94546 97389,70
26529 29514 35591 59158 85740 91676 93950,21
631 3696 27852 29878 76240 77373 92219 97986,591
17368 27777 71070 73079 86611 97646 99135,26
34493 41615 67157 93324 98537,15
5101 37651 86064 88690 89575 93767,19
7990 41919 45486 96873 98378,91
24315 31875 38493 49053 69353 69515 90420 97200,27
14662 27442 32209 49048 59990 78131 84179 93206 98578,41
8285 23488 25586 33226 38464 65832 68813 84253 90254 96846,98
31615 67097 87958 95805 98493,7
10576 12821 14101 16725 18914 32528 45159 75759 95844 98578,248
7653 18192 22384 22695 51436 82955 94745 98505,122
38501 43986 46601 58639 60296 72355 73171 88777 92431 93870,66
19759 24957 65243 92588 98412,24
37782 41011 49679 52257 64019 89592 91492,16
9295 11623 32006 34700 51275 63716 68660 95525 96558,115
20700 23655 45424 52489 55350 68403 84479 93034 96109,85
3746 9103 9848 28883 32333 40921 94033 99216,86
9300 16149 36989 73444 89771 99279,101
44577 53865 57815 92959 95109,28
1231 19123 40034 56314 92990 98010,10
3386 20916 50959 55460 65959 73175 79162 81682 90998 92812,23
7041 34768 49293 54058 54913 57283 85731 86608 95441 97497,53
31730 41940 68174 88076 91837 96676,18
31582 52850 74591 90372 95444,16
2852 5245 22425 22639 53846 63315 90265 93571,47
21676 28105 44108 47773 93075 96796,63
9720 14559 14669 32261 46198 46712 47769 73233 99125 99359,135
8494 16586 18391 30931 90790 96446,236
17180 33379 36658 75352 79327 94237 95505,33
50492 55977 69263 89554 92254,9
41235 79609 81110 93659 96399,14
15764 22137 43204 55006 85651 94033 95390,13
35547 37341 37806 60357 69965 73529 84797 90096 98186,39
129 55125 68743 94936 97959,95
12483 19847 38351 41914 44245 66114 67024 96532 97441,62
32525 39218 47147 75044 82871 89748 90490,29
10078 11463 17553 33960 53228 62222 72625 85559 92392 98098,136
13057 35819 58172 59417 69762 90742 94332,20
9419 15545 46272 69467 72147 80202 93481 93859,100
3634 27081 33968 37448 89611 97571,27
13250 13865 22808 25220 48800 55289 63890 92346 97998,84
8006 17666 39701 81481 85138 85184 86428 89688 90851,41
11663 20584 52192 69408 87585 94411 98014,154
872 19052 29062 94298 98328,16081
792 3131 5124 12932 15672 51319 53324 91170 92047,400
11765 64666 78870 96461 97431,217
17364 30833 49582 60832 65357 70862 94360 96206,22
8686 21826 23099 25338 42545 67632 70009 82596 91540 93126,59
1093 26795 68687 98885 99153,252
12883 24558 45494 52746 87724 95738 95862,24
3712 41094 42713 80765 86339 88302 91436 96271,22
13982 15866 30993 71546 84518 84993 95873 97767,151
20594 33010 43954 49801 60375 82749 87312 97360 98811,25
19424 26411 27416 70473 77430 88667 98580 98811,25
5547 16471 42993 93811 96174,23
6130 7435 11556 18052 57370 58086 83943 93860 94967,123
27072 42710 45108 45419 60309 76219 85979 97336 99206,32
50318 62748 74231 96915 99220,9
6892 19486 82351 93435 95603,18
24999 50065 84581 88867 89210 93721 93893,16
9135 16322 23254 25569 46534 61210 74657 87736 98239 98312,347
10242 32306 49637 60772 62587 81745 91361 97349,51
11961 47858 81203 85102 91160 97721,113
6830 26517 34037 83684 86979 91816 96973,26
23197 26981 36583 51185 86286 89936 91956,54
16154 20273 32745 52322 80692 92341 97925,110
1701 17664 38641 45012 83265 92626 93917,171
235 19189 24383 47857 50636 76587 82651 91894 95088,8426
5801 30423 85028 94731 96592,154
11917 55636 64596 65753 78947 91556 95942,285
13605 31043 49596 68260 73411 79488 95643 99176,31
6471 40701 52589 54627 57991 66328 75644 80370 90759 91970,27
4785 24240 29905 47011 64568 91746 94591,52
2799 61605 81652 96036 98088,125
5471 28586 41040 54333 71091 77794 92706 95869,140
37121 55141 60137 75518 87686 91954 93073,20
5156 25145 25393 53429 54454 83869 89300 94992 99111,35
9137 14772 22369 56199 77955 90025 97460,42
10410 24194 39959 42363 84588 91619 92815,203
9696 48012 50339 51653 56181 57693 77951 93695 94573,47
9754 14958 22045 35127 40514 49562 53146 71816 91085 97515,87
