109 112847 130 142 1648 1801 205 23227 25147 262 2808 315 3560 403 416 459 46 473 5548 64 7 831 910 965,37836
1071 109 1125 115 119 1368 151 1559 1632 1766 1913 20103 22206 2252 241 2485 2550 27251 2760 3177 3546 43 459 4745 5532 562 633 6465 6626 6876 756 790 8005 85 886 94730 9487,33953
102 10209 109 1099 1150 11909 13719 1379 142 1442 1476 149 156885 1603 1747 179 181747 1935 1943 21 21915 2233 231 2363 2369 2377 276 2764 28 2980 30337 3061 3120 31849 34074 34339 3926 39299 403 450 5 501 5620 60 6006 612 644 66 6657 7000 7016 7052 738 778 79 8480 862 92 922,71460
103 109 1126 126 12945 13004 179 2104 229078 258 268 2751 3526 36497 400 5173 58479 5989 60822 6610 7397 7490 7807 8005 813 819 95 958,34474
10185 103001 1056 1059 109 1090 1118 11964 126 1317 14526 1531 16 1668 16681 179 18 181 1856 187 203 2064 2292 2384 249072 27507 27999 28016 3061 34408 3468 367 409 4511 4901 495 5 5062 52 5201 543 591 60 644 662 6839 6932 780 80535,94362
10086 1035 1077 1211 1217 1345 13587 143 157 1636 2089 21123 22847 2459 2795 29197 3683 405 522 5536 599 6193 6657 700 8320,9456
1019 102 1026 1079 1083 11003 115680 1173 1192 126 14303 1476 1583 18452 1943 2299 2377 25 29278 3394 34 3669 403938 42 4684 4909 514 5157 586 598 6121 6197 6727 6894 715 78551 7912 841 86243 88646 978 9975,21491
0 102 1046 115 12374 126 12653 1439 14709 1529 1548 17 2005 23434 2384 2425 2491 2836 284 2840 289232 2895 3028 3240 333 417 4310 46 5344 56 5689 570 591 62 62161 71 728 92 936,54627
102 109 119 1272 128 13074 13964 1455 156 1592 17 18018 1996 230944 2502 2631 2751 339 3804 389 418 420188 4636 464 4687 475 5 5113 516 565 6338 64 6458 6774 68 71 7201 7565 778 786 806 8218 842 8806 91981,64200
10388 109 11863 13472 1438 1588 163 16307 16325 166 1692 1771 1845 1869 19255 20819 26191 267010 2771 3013 30849 3480 363599 373 4150 4161 417 4263 4404 4641 540394 5873 6952 781 841 845 85,36560
1075 11322 114 11820 125 143 14441 1523 17 173 17431 177 192061 1996 212607 2232 224 2309 2425 2477 24836 2551 2607 27 28 28246 3194 333 3467 3538 3546 3883 496 5837 6225 6252 6266 633 6411 6589 6618 71104 8352 9166 9630,26711
1000 102 1055 11730 129510 143 1452 15 1612 1765 17719 1806 18336 2012 21 2279 2402 2945 3538 373 4119 415857 44 444203 4548 5420 738 811 850 922,20953
