202967 314009,1
5057 7870,6
8879 189029,1
6893 238610,3
1849 468116,1
598 572602,1
7932 215334,1
20863 165718,1
6456 495676,1
3329 248933,1
34162 45159,1
4432 44531,14
237853 532493,1
45027 60768,1
11117 23769,2
15186 41661,1
44780 65816,1
4242 5663,1
694 67955,1
372 2749,1
95 175331,1
5166 10658,1
144741 218980,1
754 217217,1
33344 44190,2
40556 396443,1
5657 42370,1
85579 212461,1
874 297196,1
5165 464009,1
4022 44490,1
106 99675,3
13747 98658,1
49129 76922,2
19843 33892,1
3749 15355,3
10842 22451,1
2014 728901,1
11855 75706,1
248 6662,1
5106 70224,1
10134 426366,2
20962 52563,2
726 19619,3
20053 162670,1
16268 43702,1
1903 12515,8
455 3422,2
108182 111503,1
13746 40478,1
1800 43984,1
2600 7777,2
3020 73353,1
1233 54149,2
80185 152353,1
33260 34861,1
2209 70636,1
608 143233,1
394 23727,2
2213 437987,1
25 48346,1
35472 94733,2
7560 229262,1
2328 324874,1
40 2855,2
127525 335615,1
6957 16825,1
8052 176924,1
4868 49958,2
12496 85629,2
5106 44819,3
235 14391,5
558 51817,2
913 16927,1
5677 7038,1
61721 557806,1
3033 76893,2
710332 710392,1
34129 45433,1
528 155199,1
2723 359541,1
1214 313292,1
507 50221,10
15730 114856,1
2469 90222,1
155 3027,56
13613 370178,1
7251 90320,6
3389 240934,1
322 10288,2
1492 21086,1
103307 639245,1
15895 17740,1
51856 272394,1
5004 17012,1
3664 421937,1
22277 22820,1
408200 578775,1
300 37959,1
7973 42283,2
